File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Value/Program Version and Build (),Value/Weather File (),Area/Conditioned Total (m2),Electricity Intensity/HVAC (kWh/m2),Natural Gas Intensity/HVAC (kWh/m2),Electricity/Heating (kWh),Electricity/Cooling (kWh),Electricity/Interior Lighting (kWh),Electricity/Exterior Lighting (kWh),Electricity/Interior Equipment (kWh),Electricity/Exterior Equipment (kWh),Electricity/Fans (kWh),Electricity/Pumps (kWh),Electricity/Heat Rejection (kWh),Electricity/Humidification (kWh),Electricity/Heat Recovery (kWh),Electricity/Water Systems (kWh),Electricity/Refrigeration (kWh),Electricity/Generators (kWh),Natural Gas/Heating (kWh),Natural Gas/Cooling (kWh),Natural Gas/Interior Lighting (kWh),Natural Gas/Exterior Lighting (kWh),Natural Gas/Interior Equipment (kWh),Natural Gas/Exterior Equipment (kWh),Natural Gas/Fans (kWh),Natural Gas/Pumps (kWh),Natural Gas/Heat Rejection (kWh),Natural Gas/Humidification (kWh),Natural Gas/Heat Recovery (kWh),Natural Gas/Water Systems (kWh),Natural Gas/Refrigeration (kWh),Natural Gas/Generators (kWh),Electricity:Facility [J](Hourly),Environment:Site Outdoor Air Drybulb Temperature [C](Hourly)
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ05/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-EvapCool/instance-out.sql,CZ05,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,4644.87,43.98,30.57,0.0,11316.24,249305.1,0.0,177647.52,0.0,192948.26,0.0,0.0,0.0,0.0,0.0,372668.92,0.0,77255.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64757.38,0.0,0.0,515679344.4466773,22.315833333333337
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ04/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan/instance-out.sql,CZ04,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:14",CA_SAN-JOSE-IAP - USA Custom-724945 WMO#=724945,4644.87,48.19,29.33,0.0,27559.43,249305.1,0.0,177647.52,0.0,196294.16,0.0,0.0,0.0,0.0,0.0,375757.53,0.0,73682.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62544.39,0.0,0.0,608114181.1546402,30.743750000000002
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ06/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool/instance-out.sql,CZ06,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:18",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,4644.87,42.46,17.83,0.0,21396.43,249305.1,0.0,177647.52,0.0,175810.17,0.0,0.0,0.0,0.0,0.0,424648.74,0.0,23153.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59685.16,0.0,0.0,497757048.40035045,22.54083333333333
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ05/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-EvapCool-VSDFan/instance-out.sql,CZ05,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-EvapCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,4644.87,43.98,30.57,0.0,11316.24,249305.1,0.0,177647.52,0.0,192948.26,0.0,0.0,0.0,0.0,0.0,363045.86,0.0,77255.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64757.38,0.0,0.0,511737414.463063,22.315833333333337
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ05/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool/instance-out.sql,CZ05,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:16",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,4644.87,43.98,30.57,0.0,11316.24,249305.1,0.0,177647.52,0.0,192948.26,0.0,0.0,0.0,0.0,0.0,385949.59,0.0,77255.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64757.38,0.0,0.0,522183811.870404,22.315833333333337
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ06/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-AirCool/instance-out.sql,CZ06,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-AirCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:17",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,4644.87,42.46,17.83,0.0,21396.43,249305.1,0.0,177647.52,0.0,175810.17,0.0,0.0,0.0,0.0,0.0,1438874.05,0.0,23153.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59685.16,0.0,0.0,1170265959.1851459,22.54083333333333
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ06/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan/instance-out.sql,CZ06,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:17",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,4644.87,42.46,17.83,0.0,21396.43,249305.1,0.0,177647.52,0.0,175810.17,0.0,0.0,0.0,0.0,0.0,1519012.69,0.0,23153.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59685.16,0.0,0.0,1136849955.1387918,22.54083333333333
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ06/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-AirCool/instance-out.sql,CZ06,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-AirCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:17",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,4644.87,42.46,17.83,0.0,21396.43,249305.1,0.0,177647.52,0.0,175810.17,0.0,0.0,0.0,0.0,0.0,1521565.15,0.0,23153.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59685.16,0.0,0.0,1136849955.1387918,22.54083333333333
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ06/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan/instance-out.sql,CZ06,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:19",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,4644.87,42.46,17.83,0.0,21396.43,249305.1,0.0,177647.52,0.0,175810.17,0.0,0.0,0.0,0.0,0.0,413152.68,0.0,23153.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59685.16,0.0,0.0,488780594.2446158,22.54083333333333
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ07/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-EvapCool/instance-out.sql,CZ07,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:20",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,4644.87,42.66,17.54,0.0,27861.22,249305.1,0.0,177647.52,0.0,170302.15,0.0,0.0,0.0,0.0,0.0,404308.48,0.0,22514.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58943.86,0.0,0.0,524054641.85780454,24.621666666666666
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ07/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-AirCool/instance-out.sql,CZ07,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-AirCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:19",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,4644.87,42.66,17.54,0.0,27861.22,249305.1,0.0,177647.52,0.0,170302.15,0.0,0.0,0.0,0.0,0.0,1499190.41,0.0,22514.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58943.86,0.0,0.0,1161924613.1383483,24.621666666666666
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ07/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool/instance-out.sql,CZ07,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:21",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,4644.87,42.66,17.54,0.0,27861.22,249305.1,0.0,177647.52,0.0,170302.15,0.0,0.0,0.0,0.0,0.0,417643.02,0.0,22514.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58943.86,0.0,0.0,530531488.678777,24.621666666666666
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ06/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-EvapCool/instance-out.sql,CZ06,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:18",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,4644.87,42.46,17.83,0.0,21396.43,249305.1,0.0,177647.52,0.0,175810.17,0.0,0.0,0.0,0.0,0.0,411338.88,0.0,23153.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59685.16,0.0,0.0,491233586.8465776,22.54083333333333
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ06/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-EvapCool-VSDFan/instance-out.sql,CZ06,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-EvapCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:18",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,4644.87,42.46,17.83,0.0,21396.43,249305.1,0.0,177647.52,0.0,175810.17,0.0,0.0,0.0,0.0,0.0,399842.82,0.0,23153.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59685.16,0.0,0.0,482257132.69084305,22.54083333333333
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ05/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-AirCool-VSDFan/instance-out.sql,CZ05,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-AirCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:14",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,4644.87,43.98,30.57,0.0,11316.24,249305.1,0.0,177647.52,0.0,192948.26,0.0,0.0,0.0,0.0,0.0,1144337.37,0.0,77255.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64757.38,0.0,0.0,1213225928.199768,22.315833333333337
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ08/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-AirCool/instance-out.sql,CZ08,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-AirCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:22",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,4644.87,46.95,18.86,0.0,38848.51,249305.1,0.0,177647.52,0.0,179216.63,0.0,0.0,0.0,0.0,0.0,1466124.64,0.0,28755.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58840.93,0.0,0.0,1158608442.0786679,27.188333333333336
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ05/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-AirCool/instance-out.sql,CZ05,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-AirCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:14",CA_SANTA-MARIA-PUBLIC-AP - USA Custom-723940 WMO#=723940,4644.87,43.98,30.57,0.0,11316.24,249305.1,0.0,177647.52,0.0,192948.26,0.0,0.0,0.0,0.0,0.0,1150260.41,0.0,77255.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64757.38,0.0,0.0,1213225928.199768,22.315833333333337
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ07/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-AirCool/instance-out.sql,CZ07,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-AirCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:19",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,4644.87,42.66,17.54,0.0,27861.22,249305.1,0.0,177647.52,0.0,170302.15,0.0,0.0,0.0,0.0,0.0,1416155.04,0.0,22514.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58943.86,0.0,0.0,1192990916.3013868,24.621666666666666
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ08/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-AirCool/instance-out.sql,CZ08,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-AirCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:21",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,4644.87,46.95,18.86,0.0,38848.51,249305.1,0.0,177647.52,0.0,179216.63,0.0,0.0,0.0,0.0,0.0,1390912.44,0.0,28755.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58840.93,0.0,0.0,1195080132.4409938,27.188333333333336
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ06/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-AirCool-VSDFan/instance-out.sql,CZ06,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-AirCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:17",CA_LOS-ANGELES-IAP - USA Custom-722950 WMO#=722950,4644.87,42.46,17.83,0.0,21396.43,249305.1,0.0,177647.52,0.0,175810.17,0.0,0.0,0.0,0.0,0.0,1435909.76,0.0,23153.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59685.16,0.0,0.0,1170265959.1851459,22.54083333333333
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ08/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan/instance-out.sql,CZ08,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:23",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,4644.87,46.95,18.86,0.0,38848.51,249305.1,0.0,177647.52,0.0,179216.63,0.0,0.0,0.0,0.0,0.0,399499.21,0.0,28755.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58840.93,0.0,0.0,506297015.8909291,27.188333333333336
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ08/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool/instance-out.sql,CZ08,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:23",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,4644.87,46.95,18.86,0.0,38848.51,249305.1,0.0,177647.52,0.0,179216.63,0.0,0.0,0.0,0.0,0.0,409969.01,0.0,28755.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58840.93,0.0,0.0,514328307.8157351,27.188333333333336
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ07/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan/instance-out.sql,CZ07,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:21",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,4644.87,42.66,17.54,0.0,27861.22,249305.1,0.0,177647.52,0.0,170302.15,0.0,0.0,0.0,0.0,0.0,407487.56,0.0,22514.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58943.86,0.0,0.0,530531488.678777,24.621666666666666
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ07/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-AirCool-VSDFan/instance-out.sql,CZ07,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-AirCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:20",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,4644.87,42.66,17.54,0.0,27861.22,249305.1,0.0,177647.52,0.0,170302.15,0.0,0.0,0.0,0.0,0.0,1413450.28,0.0,22514.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58943.86,0.0,0.0,1192990916.3013868,24.621666666666666
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ07/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FltSucTemp-EvapCool-VSDFan/instance-out.sql,CZ07,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FltSucTemp-EvapCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:21",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,4644.87,42.66,17.54,0.0,27861.22,249305.1,0.0,177647.52,0.0,170302.15,0.0,0.0,0.0,0.0,0.0,394153.01,0.0,22514.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58943.86,0.0,0.0,524054641.85780454,24.621666666666666
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ07/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan/instance-out.sql,CZ07,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:19",CA_SAN-DIEGO-LINDBERGH-F - USA Custom-722900 WMO#=722900,4644.87,42.66,17.54,0.0,27861.22,249305.1,0.0,177647.52,0.0,170302.15,0.0,0.0,0.0,0.0,0.0,1496786.13,0.0,22514.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58943.86,0.0,0.0,1161924613.1383483,24.621666666666666
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ08/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan/instance-out.sql,CZ08,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:22",CA_LONG-BEACH-DAUGHERTY- - USA Custom-722970 WMO#=722970,4644.87,46.95,18.86,0.0,38848.51,249305.1,0.0,177647.52,0.0,179216.63,0.0,0.0,0.0,0.0,0.0,1463172.16,0.0,28755.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58840.93,0.0,0.0,1158608442.0786679,27.188333333333336
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ10/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan/instance-out.sql,CZ10,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:28",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,4644.87,54.03,21.89,0.0,69990.56,249305.1,0.0,177647.52,0.0,180949.21,0.0,0.0,0.0,0.0,0.0,381022.88,0.0,44106.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57573.1,0.0,0.0,689707557.0673785,33.98041666666667
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ10/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-AirCool/instance-out.sql,CZ10,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-AirCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:26",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,4644.87,54.03,21.89,0.0,69990.56,249305.1,0.0,177647.52,0.0,180949.21,0.0,0.0,0.0,0.0,0.0,1449797.71,0.0,44106.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57573.1,0.0,0.0,1323943908.4531293,33.98041666666667
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ10/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool/instance-out.sql,CZ10,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:27",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,4644.87,54.03,21.89,0.0,69990.56,249305.1,0.0,177647.52,0.0,180949.21,0.0,0.0,0.0,0.0,0.0,390979.35,0.0,44106.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57573.1,0.0,0.0,689865691.0274314,33.98041666666667
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ10/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan/instance-out.sql,CZ10,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:27",CA_RIVERSIDE-MUNI - USA Custom-722869 WMO#=722869,4644.87,54.03,21.89,0.0,69990.56,249305.1,0.0,177647.52,0.0,180949.21,0.0,0.0,0.0,0.0,0.0,1446847.42,0.0,44106.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57573.1,0.0,0.0,1323943908.4531293,33.98041666666667
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ09/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan/instance-out.sql,CZ09,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-AirCool-VSDFan,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:25",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,4644.87,51.01,17.47,0.0,48679.97,249305.1,0.0,177647.52,0.0,188263.09,0.0,0.0,0.0,0.0,0.0,1493282.67,0.0,23127.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58039.25,0.0,0.0,1184074576.2978113,27.247083333333336
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ09/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool/instance-out.sql,CZ09,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:25",CA_LOS-ANGELES-DOWNTOWN- - USA Custom-722874 WMO#=722874,4644.87,51.01,17.47,0.0,48679.97,249305.1,0.0,177647.52,0.0,188263.09,0.0,0.0,0.0,0.0,0.0,410140.55,0.0,23127.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58039.25,0.0,0.0,544797522.1398561,27.247083333333336
SWCR007-05 Float Temp Ctrl_Ex/runs/CZ11/Gro&0&cDXGF&Ex&Ref_Storage__RefControl/NE-Ref_Storage-RefControl-FixSucTemp-EvapCool/instance-out.sql,CZ11,Gro,0,cDXGF,Ex,Ref_Storage,RefControl,NE-Ref_Storage-RefControl-FixSucTemp-EvapCool,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2024.05.03 23:30",CA_RED-BLUFF-MUNI-AP - USA Custom-725910 WMO#=725910,4644.87,63.24,35.08,0.0,82760.41,249305.1,0.0,177647.52,0.0,210991.94,0.0,0.0,0.0,0.0,0.0,372289.26,0.0,104040.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58882.46,0.0,0.0,764263577.715274,39.11875
